attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma
26.0,37.0,772961.0,274001.0,5260.0,30132.0,14841.0,34270.0,10215.324809769247,7638.624319352944
29.0,57.0,230490.0,35984.0,8968.0,5429.0,7316.0,2669.0,2357.8600450904846,1923.5555581651636
24.0,67.0,142054.0,27602.0,18237.0,3482.0,2178.0,5736.0,1625.8647254925418,1468.9602775139801
20.0,69.0,114537.0,82085.0,34451.0,14323.0,9228.0,18701.0,5795.371386637589,6263.774648327733
34.0,87.0,3827.0,9356.0,3571.0,11897.0,2873.0,16416.0,3793.4174618022475,2200.174321378035
38.0,93.0,80967.0,93360.0,51021.0,20136.0,8759.0,20025.0,5094.448760840182,3910.2244723046574
38.0,88.0,879001.0,67366.0,17963.0,12040.0,8515.0,10427.0,4391.977709696559,3513.4067924546625
41.0,80.0,856542.0,111293.0,20188.0,11639.0,14416.0,29543.0,10149.784494494706,7001.361458565306
43.0,78.0,30280.0,8105.0,4207.0,16226.0,10836.0,25748.0,6682.494517039495,3260.5320036914363
40.0,66.0,354464.0,37390.0,9178.0,268.0,4865.0,3277.0,1825.085815339255,1496.3802515885557
43.0,70.0,214925.0,37323.0,25337.0,12419.0,18096.0,14624.0,8263.51802295061,4343.276737096928
47.0,70.0,21613.0,22506.0,7316.0,1110.0,5457.0,11356.0,3707.2144947636552,2795.0337308646717
41.0,61.0,2197.0,8431.0,921.0,2169.0,3282.0,5154.0,1667.0104168662995,1202.7838812187194
47.0,57.0,1088001.0,25870.0,1497.0,3931.0,3565.0,4685.0,1967.5304157993385,1062.4352555123596
47.0,56.0,233505.0,56253.0,20906.0,23149.0,18292.0,17940.0,9525.581127873893,7415.758579676498
26.0,53.0,291767.0,522051.0,74559.0,29579.0,22954.0,14178.0,10281.008270733619,8713.486455289698
8.0,47.0,1184435.0,646131.0,45258.0,27088.0,84895.0,21621.0,17821.567292853346,10135.205416909508
3.0,40.0,161848.0,101243.0,7422.0,1486.0,3118.0,7403.0,2371.8468349365003,1830.899805866385
1.0,29.0,344396.0,65138.0,5265.0,9352.0,4910.0,8205.0,3177.1006583257167,3937.642666571589
14.0,37.0,2693148.0,133473.0,67386.0,5398.0,38520.0,44352.0,21859.014938205717,18776.43893762692
27.0,60.0,203877.0,20959.0,31642.0,4903.0,12577.0,13050.0,7269.488977227026,5751.581697031065
43.0,70.0,315806.0,34600.0,11329.0,5984.0,10234.0,24760.0,6950.874067704275,5604.181773600725
51.0,70.0,6372.0,23024.0,807.0,6256.0,2951.0,10453.0,2453.841950179427,1636.3332046733638
56.0,69.0,29184.0,34841.0,8028.0,9237.0,16819.0,21798.0,8489.726221825249,6040.120819202915
44.0,56.0,728588.0,153137.0,16742.0,26124.0,31216.0,7238.0,10696.084753515648,4691.119581445805
27.0,53.0,957050.0,157071.0,27300.0,10739.0,30496.0,9954.0,9985.679082839062,4735.406518177192
14.0,61.0,728035.0,140912.0,39636.0,21949.0,17591.0,11687.0,6527.051349270292,5564.00504934064
1.0,57.0,794581.0,278918.0,38900.0,21042.0,9004.0,21601.0,6453.17734340744,3543.5411947779367
1.0,64.0,263944.0,242016.0,100520.0,8962.0,14962.0,7710.0,4736.154155133824,3765.923066934795
1.0,69.0,251839.0,273997.0,73830.0,19372.0,9604.0,9063.0,4131.397690823301,3017.177095978408
1.0,66.0,310451.0,74057.0,9690.0,16133.0,10472.0,8681.0,4730.819260623408,2880.0089959808342
1.0,56.0,382826.0,237482.0,13252.0,10955.0,5352.0,4588.0,3233.6703596641814,2550.5531731705137
13.0,57.0,14767.0,3785.0,9580.0,6568.0,10472.0,19427.0,4580.6620955099415,3326.0352565661624
21.0,54.0,251568.0,86638.0,14300.0,10544.0,11401.0,8757.0,4420.162292216313,3621.6187201846456
43.0,43.0,14139.0,14197.0,3417.0,1765.0,10283.0,34360.0,7712.503952569247,5274.866030634067
67.0,69.0,25289.0,4313.0,11316.0,11168.0,2848.0,15174.0,3989.196648996484,3275.9511350184034
51.0,64.0,743652.0,22569.0,5570.0,6214.0,7506.0,3375.0,2061.122238237584,1346.262855738946
50.0,77.0,662079.0,195076.0,142229.0,20709.0,42032.0,24597.0,14660.912618600309,8921.662442428562
26.0,97.0,85539.0,13595.0,9348.0,1222.0,1202.0,1567.0,1018.6212858615572,770.7881188668147
14.0,69.0,29426.0,17214.0,618.0,881.0,895.0,2032.0,526.2934904158258,436.0345107880234
