attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma
30.0,91.0,726511.0,43556.0,57667.0,6930.0,5045.0,10182.0,11738.0,4944.0
54.0,70.0,30551.0,7559.0,1676.0,2210.0,9308.0,14585.0,13385.0,4520.0
53.0,77.0,162778.0,14498.0,6550.0,2344.0,1091.0,3398.0,2284.0,359.0
47.0,78.0,52870.0,15215.0,16445.0,7619.0,8294.0,7567.0,7017.0,1159.0
47.0,63.0,194101.0,24540.0,4913.0,3462.0,1276.0,3076.0,1109.0,1131.0
26.0,63.0,558582.0,42204.0,6481.0,1241.0,12947.0,10009.0,10362.0,5874.0
47.0,60.0,27250.0,3858.0,5318.0,5488.0,11751.0,13925.0,4830.0,3180.0
61.0,50.0,3201.0,4039.0,2191.0,2419.0,3561.0,7229.0,9282.0,1247.0
53.0,56.0,290702.0,39107.0,16724.0,4835.0,3740.0,1653.0,2835.0,467.0
48.0,75.0,43982.0,20227.0,10151.0,4118.0,151.0,3527.0,1463.0,1837.0
41.0,74.0,8930.0,13987.0,2195.0,7416.0,5519.0,12105.0,14500.0,4447.0
37.0,84.0,16304.0,5126.0,15542.0,7321.0,7258.0,12992.0,2338.0,1792.0
60.0,81.0,335539.0,17910.0,3749.0,7704.0,5715.0,8859.0,2889.0,1870.0
70.0,57.0,88117.0,17667.0,260.0,1839.0,1180.0,6050.0,2010.0,584.0
43.0,48.0,281790.0,188175.0,18886.0,6523.0,2654.0,6166.0,2122.0,1633.0
14.0,29.0,1544764.0,658613.0,113629.0,11096.0,23343.0,17698.0,7871.0,5355.0
8.0,40.0,57198.0,16669.0,8448.0,11335.0,2959.0,4653.0,5072.0,2622.0
1.0,64.0,47184.0,12828.0,7095.0,5401.0,2346.0,1637.0,1989.0,178.0
16.0,84.0,22524.0,15181.0,14374.0,4252.0,1529.0,10083.0,4699.0,1592.0
21.0,75.0,120542.0,364720.0,11558.0,17952.0,23618.0,16014.0,4042.0,4483.0
37.0,54.0,21992.0,16556.0,3129.0,2928.0,1680.0,15359.0,5279.0,1623.0
51.0,47.0,248505.0,41120.0,9674.0,15269.0,7330.0,16616.0,4061.0,3205.0
63.0,37.0,9665.0,5555.0,5312.0,1883.0,9318.0,10338.0,2597.0,3002.0
80.0,51.0,45149.0,22218.0,3811.0,6139.0,8194.0,7185.0,4067.0,3166.0
66.0,40.0,44727.0,17348.0,324.0,1216.0,3416.0,3471.0,1260.0,1515.0
83.0,30.0,6566.0,6153.0,1622.0,3046.0,4746.0,14900.0,5786.0,1792.0
70.0,26.0,3503.0,25778.0,3838.0,4669.0,11512.0,8843.0,2171.0,2854.0
75.0,34.0,4250.0,13516.0,1903.0,8543.0,5894.0,6821.0,8973.0,3291.0
74.0,43.0,109842.0,76759.0,10169.0,4562.0,3858.0,14919.0,2915.0,782.0
61.0,51.0,6771.0,5731.0,2884.0,2805.0,4258.0,4804.0,4766.0,1044.0
