attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma
53.0,47.0,490384.0,347980.0,51992.0,85908.0,37705.0,29017.0,10666.0,13015.0
51.0,63.0,172737.0,130488.0,33456.0,20193.0,19186.0,21711.0,9810.0,4395.0
54.0,44.0,644453.0,283086.0,6372.0,7500.0,14642.0,34920.0,24769.0,5550.0
54.0,47.0,101741.0,50453.0,10171.0,9205.0,13797.0,5555.0,1422.0,550.0
60.0,60.0,1006381.0,70150.0,100763.0,32823.0,14482.0,23077.0,30331.0,9664.0
60.0,69.0,1376122.0,60601.0,36812.0,30891.0,21519.0,15236.0,19993.0,2308.0
60.0,96.0,1875760.0,465443.0,179174.0,44513.0,59659.0,66125.0,42080.0,10261.0
66.0,100.0,1735031.0,250347.0,150609.0,46602.0,63889.0,69936.0,27140.0,10960.0
63.0,74.0,933715.0,128650.0,13400.0,2888.0,9445.0,10992.0,24531.0,3850.0
57.0,75.0,461581.0,40980.0,18485.0,24327.0,3336.0,5489.0,6057.0,2547.0
60.0,80.0,2701097.0,283276.0,190108.0,35795.0,93734.0,66037.0,17383.0,8099.0
53.0,91.0,1121471.0,302609.0,23206.0,25545.0,12701.0,14141.0,20918.0,4747.0
40.0,88.0,1374138.0,188599.0,84103.0,21840.0,53485.0,17344.0,21188.0,15856.0
34.0,67.0,784823.0,151433.0,40971.0,19177.0,24176.0,11375.0,8030.0,4658.0
35.0,78.0,2005179.0,1402301.0,299605.0,291031.0,121479.0,99512.0,78789.0,20464.0
51.0,60.0,699103.0,102009.0,6137.0,50003.0,20847.0,36225.0,11193.0,3992.0
47.0,57.0,484007.0,71792.0,19063.0,7071.0,3071.0,3823.0,2899.0,771.0
43.0,48.0,1788939.0,143366.0,14558.0,4580.0,22752.0,6387.0,8344.0,2334.0
48.0,61.0,989502.0,34801.0,21563.0,52523.0,7304.0,8830.0,4816.0,2281.0
37.0,67.0,894485.0,41479.0,21207.0,14450.0,13172.0,4894.0,3930.0,3280.0
40.0,67.0,427341.0,142444.0,19243.0,38320.0,18441.0,12303.0,13741.0,2397.0
37.0,69.0,193198.0,42657.0,1909.0,4276.0,2376.0,1230.0,630.0,598.0
16.0,50.0,796792.0,138823.0,26426.0,9986.0,12907.0,1734.0,1387.0,1392.0
8.0,35.0,1674647.0,115545.0,13563.0,7203.0,15579.0,3586.0,2643.0,1790.0
11.0,35.0,2270979.0,74033.0,11985.0,20300.0,10417.0,7732.0,2796.0,1114.0
7.0,41.0,354661.0,335578.0,43758.0,32664.0,17418.0,6321.0,1985.0,854.0
23.0,44.0,1482567.0,305148.0,87167.0,35154.0,47572.0,27451.0,33023.0,8105.0
30.0,38.0,57962.0,101834.0,3591.0,5468.0,7043.0,6599.0,6012.0,1918.0
21.0,38.0,1329791.0,268613.0,42341.0,70711.0,16203.0,10811.0,3634.0,979.0
17.0,34.0,125366.0,498526.0,13234.0,72605.0,8786.0,6412.0,4621.0,7722.0
13.0,21.0,308923.0,251559.0,2558.0,30121.0,43414.0,12156.0,8403.0,2682.0
8.0,48.0,237811.0,96487.0,69083.0,30795.0,13557.0,6274.0,7998.0,5012.0
17.0,47.0,347683.0,34485.0,8672.0,6939.0,11812.0,3985.0,1147.0,1607.0
37.0,60.0,797020.0,82212.0,35453.0,53523.0,44130.0,12422.0,2693.0,4273.0
